sentence	relation 
The <e1>boy</e1> pulls the rope with a <e2>force</e2> of 10.0 N; and the sled moves with constant velocity.	11
<e1>Soy</e1> <e2>oil</e2> used in our handmade soy candles is renewable with each growing season, and is just one of the many uses of soybeans.	9
<e1>Constipation</e1> is the most common cause of <e2>abdominal pain</e2> in the pediatric population.	0
This two-day <e1>tutorial</e1> introduced astronomers to modern <e2>methods</e2> in nonparametric statistics.	14
The cerebral <e1>cortex</e1> is composed of a sheet of<e2>neurons</e2> that during evolution has increased by three orders of mag- nitude in surface area.	3
The <e1>perpetrator</e1> killed the victim with a <e2>gun</e2>.	11
Kids love watching the stages of <e1>growth</e1> from <e2>caterpillar</e2> to cocoon to butterfly in this easy reliable kit.	18
For the <e1>satellite</e1> with <e2>rotors</e2>, one must include the effects of p as well; this modification, consistent with (2.2), is given in (4.3).	3
Control is a <e1>process</e1> that employs a set of <e2>procedures</e2> to ensure that defined quality standards are met on a consistent basis.	11
This study has added <e1>insights</e1> into the <e2>diversity</e2> as a phenomenon in nursing and has implications for the nursing profession.	14
This week, for example, brought a public <e1>statement</e1> by the <e2>head</e2> of NOW acknowledging that the fight to have women valued for their inner beauty is essentially a wash.	16
The <e1>flat</e1> has a fully equipped kitchen, BBQ, two <e2>bathrooms</e2>, internet, sky and an indoor pool.	3
In the end the most important factor is how the <e1>electrician</e1>'s tool <e2>belt</e2> fits.	11
The <e1>jar</e1> from the fall had caused a subdural <e2>hematoma</e2> on the right front side of my brain that shows up in the CT.	0
The World Health Organization(WHO) found that the <e1>radiation</e1> release from the Chernobyl <e2>accident</e2> was 200 times that of the Hiroshima and Nagasaki.	1
The <e1>train</e1> departs from the Bryson City, NC train <e2>depot</e2> on its magical journey to the North Pole.	8
In the lineup, the police literally put the <e1>defendant</e1> in a <e2>line</e2> with other people to see if the victim or witness can identify anyone in the line as having participated in a crime.	6
The <e1>automaton</e1> starts in the initial <e2>state</e2>, reads input character by character and changes state according to the program	18
A <e1>clutter</e1> of frightening <e2>spiders</e2> are seen still clinging to and covering their prey.	13
The <e1>bending</e1> caused a <e2>fracture</e2> on the tension side of the test specimen, but the UHMP fiber ribbon held the fractured parts together.	0
The Beatles' 1967 album Sgt. Pepper's Lonely Hearts Club Band has a widely-recognized <e1>album</e1> <e2>cover</e2> which depicts several dozen celebrities and other images.	3
It is part of a furniture <e1>line</e1> conceived for Anthropologie by British interior <e2>designers</e2>.	18
The dial indicator is mounted on the <e1>spindle</e1> of the milling <e2>machine</e2>.	2
Recently the <e1>man</e1> was put into an Interpol red flag <e2>list</e2>.	18
But she had brought them up to the <e1>roof</e1> of the <e2>house</e2>, and hid them with the stalks of flax, which she had laid in order upon the roof.	2
The <e1>bleeding</e1> usually originates from an <e2>artery</e2> in the back part of the nose.	8
I've sold a <e1>diamond</e1> <e2>ring</e2> that I bought at Zales for about $500 for $200 on craigslist.	18
Every <e1>engine</e1> that the <e2>plant</e2> builds is hot-tested.	16
A <e1>raindrop</e1> keeps the same <e2>shape</e2> to a reasonable approximation all the time it is falling.	18
This is a song from the musical I'm making, it's about where a young <e1>lady</e1>, the sacrifice, ran away from the <e2>monks</e2>.	8
All <e1>kangaroos</e1> have a chambered <e2>stomach</e2> similar to cattle and sheep.	3
Brendel's own admission of his limitations is laudable, especially in light of the <e1>clique</e1> of idolatrous Brendel <e2>fans</e2> which formed in the 1980s.	13
The <e1>arrows</e1> act as avatars of the <e2>students</e2>.	18
This <e1>area</e1> is part of the association <e2>cortex</e2>, regions of the brain responsible for incorporating and synthesizing information from multiple other brain regions.	2
The early <e1>aims</e1> and objectives of cooperatives have been considered in the first <e2>chapter</e2> of this book.	15
Methamphetamine residue and a broken pipe used for consuming it were retrieved from a toilet, along with $7800 in <e1>cash</e1> that was hidden in a <e2>towel</e2>.	4
Doc's former lover, the erstwhile hippie Shasta, has become entangled with a married, <e1>billionaire</e1> <e2>developer</e2>, Marty Wolfmann.	18
She formed the dough into a round loaf and placed the <e1>dough</e1> in a greased nine-inch metal <e2>pie pan</e2>.	6
A two zone alarm means the <e1>alarm</e1> has two seperate 'detection' <e2>circuits</e2> and can identify which circuit was triggered.	3
NASA have also taken <e1>fish</e1> into <e2>space</e2>.	6
Based in Cambridge, New Zealand, the company's <e1>bees</e1> produce manuka honey, rewarewa honey, bee pollen and <e2>propolis</e2>.	17
His <e1>girlfriend</e1> was in a <e2>trunk</e2> and they drove over a bridge.	18
It is an Eden invented by the <e1>poet</e1>'s <e2>imagination</e2> into which external values are not disregarded, but have been absorbed and re-invented.	18
The <e1>block</e1> was fetched into the <e2>cache</e2>.	6
The <e1>absorbent</e1> was contained in a 3 litre <e2>reactor</e2>.	4
The <e1>facade</e1> of the <e2>building</e2> is of unhewn stone and glass.	2
The <e1>heater</e1> inside the <e2>car</e2> consumed gasoline.	2
But then one of them got hold of an <e1>axe</e1> belonging to the <e2>carpenter</e2>.	11
As evidenced from the detailed histories and clinicopathological summaries insome reports, there is a <e1>body</e1> of <e2>pathologists</e2> who are committed to performing at a high level, and answering all the questions raised by a death.	13
The <e1>girl</e1>, in her first holiday season as an Elm Creek Quilter, creates a <e2>quilt</e2> for her best friend even as she begins to question her feelings for him.	17
The <e1>computer</e1> was inside a water-proof <e2>box</e2>.	4
The <e1>reaction</e1> from the international <e2>press</e2>, which I am sure you here in Tokyo have noticed, has been very wide and detailed.	1
In experiments so far the <e1>researchers</e1> have produced spider <e2>silk</e2> by inserting the gene into the genome of cows and hamsters.	17
Luckily, the <e1>timer</e1> of the <e2>bomb</e2> had malfunctioned and it had not caused further damage.	2
The safety control <e1>system</e1> of the cooperative <e2>robot</e2> has size limitations, and all power is derived from onboard batteries.	2
In a shocking incident, the <e1>body</e1> of a 10-year-old school boy, a resident of Jaylal Munshi Ka Rasta in Nahargarh area, was found in a <e2>sack</e2> with his mouth glued with feviquick on the railway tracks near Chanani Railway Station in Niwai area of Tonk district on Thursday evening.	4
The author of the letter, Francis Pawlett, wrote of a delicious <e1>cheese</e1> produced by Cooper Thornhill, the well-known <e2>landlord</e2> of the Bull Inn.	16
Almost all of today's <e1>automobiles</e1> have painted plastic <e2>bumpers</e2> because they are easily damaged during parking maneuvers.	3
With the knife at a 10- to 25-degree angle to the steel, he hold the steel rod steady and drew the <e1>knife</e1> <e2>blade</e2> down the steel.	3
Just a moment ago you were pronouncing such astonishingly correct <e1>opinions</e1> about our <e2>town</e2>, and now you're so silent.	14
<e1>Picric acid</e1> is kept in an <e2>aqueous solution</e2>, which makes it suitable and safe to handle.	18
Four deployed Holloman <e1>airmen</e1> ran into their former Holloman command <e2>chief</e2> recently.	6
Since no computers were then available to him, he hand-simulated the Boxes algorithm, using a <e1>device</e1> made from an assembly of <e2>matchboxes</e2>.	18
The <e1>list</e1> was distilled from <e2>conversations</e2> and presentations at IBM's EMEA analyst conference, Analyst Insights 07.	8
I pressed the <e1>button</e1> of the radio <e2>transmitter</e2> to be programmed 1x.	2
"The <e1>violence</e1> resulted in the <e2>death</e2> of police ""capo"" Filippo Raciti, which caused widespread soul-searching and a week-long suspension of Italian football."	0
His <e1>wife</e1> is a participant in the <e2>blogosphere</e2>, and he doesn't want to ruin the surprise for her.	18
Evacuees with disabilities had a difficult time conveying the <e1>trauma</e1> caused by the unexpected <e2>arrival</e2> of uniformed officers who ordered them out of their homes and sometimes forcibly removed them.	1
A decade later, with a growing <e1>congregation</e1> of several hundred <e2>worshippers</e2>, the mosque was ready to expand.	13
In one of the early years, a <e1>quizmaster</e1> thought up an abstruse <e2>riddle</e2> based on an arcane area of study - then checked the only two books relating to it out of the library.	17
The <e1>table</e1> summarises the <e2>results</e2> for the remaining 567 women.	3
"The developed <e1>mechanism</e1> is composed of a dual coaxial high-precision <e2>goniometer</e2>, which has theta-in and theta-out axes with 0.0025"" resolution, and two crystal mounts connected to the rotation axes (Fig. 1)."	3
The <e1>officer</e1> merely calibrates the unit with a tuning <e2>fork</e2>, then points it at a moving object, which can be moving either toward or away from the gun.	11
But nothing prepared her for the day when a <e1>surfeit</e1> of 10 baby <e2>skunks</e2> popped their heads out of the hole and began scurrying about with their mommy.	13
A <e1>teacher</e1> writes a whole number less than 50000 on the <e2>blackboard</e2>.	11
A spokeswoman for OneWest Bank acknowledged that an official, confronted with a <e1>ream</e1> of foreclosure <e2>papers</e2>, had mistakenly signed for two different banks -- just as the Deutsche Bank official did.	13
The <e1>judge</e1>'s condemnatory <e2>report</e2> on Israel's actions in Gaza has been dismissed as hopelessly one-sided by neutral observers.	17
The largest <e1>landslide</e1> triggered by the <e2>earthquake</e2> is located approximately 32 kilometers southeast of Muzafarrabad in a tributary valley of the Jhelum River.	1
The tube former also cuts the tubes to length before a tube <e1>sprayer</e1> applies the brazing <e2>alloy</e2> to the tubes' OD.	11
The slow <e1>suffocation</e1> of the cells swiftly cause unconsciousness and <e2>shock</e2>, soon followed by death.	0
"A sailing <e1>ship</e1> is scratched in a <e2>jug</e2> marked ""G. Goodale, Hartford."""	4
The <e1>case</e1> centers on a <e2>tree</e2> at a high school that was a meeting place for white students.	18
The <e1>wind</e1> caused a neat effect on the smoke clouds though, causing a <e2>corkscrew</e2> in the otherwise straight line.	0
My first encounter in my luxurious hotels casino was the sound of a woman behind the roulette wheels screaming for <e1>joy</e1> after <e2>hitting</e2> the 12225.00 jackpot.	1
I'm about to delve into Buchholz's pitch F/X and pitch data to try to find some sort of answer here using <e1>guidelines</e1> from Allen's <e2>article</e2> plus Buchholz's run values as shown here.	8
The <e1>money</e1> was in a <e2>suitcase</e2>.	4
The company sent floral <e1>bouquets</e1> to a <e2>city</e2> in Ireland.	6
As the winter is coming, the <e1>virus</e1> is rapidly spreading into young <e2>children</e2> and elderly people.	6
In 2006, the International Astronomical Union officially adopted a <e1>resolution</e1> defining <e2>planets</e2> within the Solar System.	14
The diamond <e1>ring</e1> was dropped into a trick-or-treater's <e2>bag</e2>.	6
The primary parts of a <e1>skateboard</e1> are the <e2>deck</e2>, the trucks, the wheels and bearings, the hardware and the grip tape.	3
"The <e1>letter</e1> was sent from group to <e2>group</e2> of the dispersed believers to try and build them up ""to encourage them"" to fill them with hope."	6
Coast <e1>guard</e1> participates in Veterans Day observance <e2>ceremony</e2> in Juneau.	18
The <e1>car kit</e1> has a GPS <e2>receiver</e2> built in that is better than the iPhone's.	3
The Hip Hop National <e1>interschool</e1> is rescheduled to the 1st <e2>week</e2> of July.	18
South Bade <e1>residents</e1> have been blown back into primitive <e2>lifestyle</e2>.	18
The first <e1>book</e1> dealt with the tragic <e2>impact</e2> of the Cultural Revolution on a highly educated family of literary intellectuals.	14
The <e1>shelves</e1> contained <e2>books</e2> with sinister-sounding titles, such as Crime and Punishment, Days of Wrath, Death Walks Among You and a few others.	5
The <e1>thermostat</e1> of the <e2>refrigerator</e2> is fitted on the aluminium evaporator surface.	2
However, the 5-year survival rate falls steadily as the <e1>cancer</e1> spreads into other <e2>areas</e2>.	6
The essential <e1>information</e1> is found in the second <e2>sentence</e2>.	15
One of them was observing a <e1>bask</e1> of over 90 mugger <e2>crocodiles</e2> in the dried beds of Buttuwa Tank.	13
The <e1>channel</e1> promotes the traditional <e2>outdoor activities</e2> that are a vital part of our national heritage including fishing, hunting and shooting sports.	14
Argentina was the <e1>destruction</e1> of the natural grasslands caused by the <e2>expansion</e2> of the cropping frontiers starting in 1875.	1
The <e1>game</e1> was sealed in the original <e2>packing</e2>, unopened and untouched.	4
The <e1>jewelry</e1> was in a <e2>cabinet</e2> in the same room.	4
Once the <e1>list</e1> of relevant <e2>patents</e2> appears, clicking on the patent number brings up the entire patent.	13
This picture <e1>frame</e1> fits <e2>photographs</e2> measuring 9 x 13 cm, 3.5 x 5 inches.	5
The <e1>flight</e1> departs from an <e2>airport</e2> on territory of a member state to which the Treaty applies.	8
I mixed up the ingredients and poured the <e1>stuff</e1> into the <e2>ice cream maker</e2>.	6
The oil <e1>paintings</e1> shown at the <e2>exhibition</e2> were of exceptionally high quality.	2
Mixed in equal parts with peppermint, Elder flowers help reduce the <e1>fevers</e1> and aches caused by <e2>colds</e2> and the flu.	1
All of the <e1>data</e1> is stored in a Microsoft Access <e2>database</e2>.	4
A <e1>suitcase</e1> full of <e2>marihuana</e2> was found by the pilot of a searching helicopter near the side of the road at a place where tire tracks could be observed pulling off the edge of the road.	5
The kennels of hounds and <e1>mews</e1> of <e2>hawks</e2> were a form of conspicuous consumption that only a noble could afford as so mark his status.	13
A Boy Scout in North Carolina found a <e1>purse</e1> with <e2>money</e2> in it.	5
Welch shows how <e1>laws</e1> composed to incorporate rural <e2>workers</e2> in a controlled way became platforms for unexpected protest and political mobilization culminating in the 1963 Rural Laborer Statute (ETR).	18
But not every run of the <e1>experiment</e1> produced the desired <e2>state</e2> - a very large number of failed tries accompanied each successful creation.	0
The <e1>flower</e1> <e2>buds</e2> of forsythia require a relatively short rest period and will grow at the first sign of warm weather.	3
The man cannot be too old - in his middle thirties - but his face exhibits more <e1>wrinkles</e1> from <e2>smiling</e2> than I've seen upon the mug of the happiest of grandparents.	1
Scientists store the <e1>bones</e1> in a <e2>freezer</e2>, helping to preserve the remaining DNA that has been exposed to soil for three decades.	4
We find the <e1>candle</e1> <e2>light</e2> creates a special atmosphere not only for food, but ambiance for a relaxing convivial meal as well.	0
Some posters (e.g. number 18) encouraged the population of areas near the front to evacuate, thus avoiding the overcrowding and ensuing problems of food distribution and <e1>disease</e1> caused by the incoming <e2>refugees</e2>.	1
One of the robberes opened a red bag and took all the <e1>money</e1> that was in the <e2>desk</e2> and drawers, ordered the workers to lie down on the floor and took a substantial amount of money with them.	4
The <e1>hairdryer</e1> was in the <e2>desk drawer</e2>.	4
The <e1>box</e1> contained an entire <e2>legacy</e2> of her life and the lives of those she had known and loved.	5
The Buffs once again lacked playmakers, the wide receivers couldn't get open, the <e1>offense</e1> went away from the running <e2>game</e2> early.	18
The <e1>market</e1> is rooted in the <e2>structure</e2> of Zanzibar household economies, and therefore proides an indispensible function in daily life.	18
The heart of the system is an air-tight <e1>membrane</e1> initially spooled inside a <e2>canister</e2>.	6
A typical passage on these themes is found in the <e1>saint</e1>'s <e2>letter</e2> to the Christians in the city of Magnesia.	17
The <e1>swelling</e1> of the vocal fold mucosa is caused by <e2>smoking</e2>.	1
The first <e1>bomb</e1> to explode in the main northwest city of Peshawar on Saturday was hidden in a <e2>car</e2> and devastated a street busy with traffic, shoppers and worshippers heading to mosques to pray.	4
Commodities that sell and bear rents are also products, including the coils that help distill whiskey, the tatters of the beggar, the retorts of the adulterating druggist, the <e1>jimmy</e1> of the <e2>burglar</e2> and the brig of the pirate.	10
The health <e1>benefits</e1> of alcoholic <e2>beverages</e2> are the subject of this investigation.	1
They include sending <e1>e-mails</e1> to remind customers about <e2>abandoned items</e2>.	14
Also missing was a 38 caliber Smith & Wesson <e1>gun</e1> that was in a <e2>suitcase</e2> in the tractor.	4
He was sending <e1>emails</e1> to undisclosed <e2>recipients</e2> frequently.	6
The stereo cutter <e1>head</e1> has two <e2>coils</e2> which move in a magnetic field.	3
The day after they had marvelled at a <e1>fluther</e1> of <e2>jellyfish</e2>, the girl looked up and frowned in confusion.	13
<e1>Concrete</e1> is made from <e2>cement</e2>, aggregates (gravel and crush- ed stones) and water.	8
The <e1>welcome speech</e1> of the <e2>conference</e2> was referred by the president of VSE prof. Ing. Richard Hindls, CSc.	2
Third year student David Beer is one of those affected by the <e1>pay</e1> <e2>dispute</e2>.	18
As a control, <e1>cowpea</e1> was sealed in <e2>double bags</e2> without fumigant.	6
By chance, Toe discovers a rainbow-coloured <e1>rock</e1> with hidden <e2>power</e2> to grant wishes.	18
The vessel went down in a typhoon and the <e1>man</e1> was discovered inside a cork <e2>buffer</e2> used to prevent damage to the ship during docking.	18
The <e1>plane</e1> was in a <e2>crate</e2> and the put on a Flatbed truck and taken to the SAR Hangar.	4
They took her address and two years later a <e1>letter</e1> arrived from an <e2>agent</e2> asking if she'd like a part in a big motion picture.	8
Dominicans have been protesting against the proposed construction of a <e1>cement</e1> <e2>factory</e2> in the protected area of Los Haitises National Park.	16
But we are not at all complacent and we are well aware of the <e1>challenges</e1> around <e2>recruitment</e2>.	18
Electron <e1>microscopes</e1> are scientific instruments that use a <e2>beam</e2> of highly energetic electrons to examine objects on a very fine scale.	11
The <e1>musician</e1> performed <e2>music</e2> in venues around the United States.	17
The <e1>clip</e1> on the back of the little plastic puck like <e2>holder</e2> is handy for clipping onto your belt, backpack, arm band or lady's bag strap.	2
The joey is blind at birth, and must instinctively ascend their <e1>mother</e1>'s <e2>belly</e2> and crawl into the nurturing pouch.	3
So you are not only sharing the speaker information, but you are also sharing the <e1>audio</e1> from the <e2>event</e2> quickly and easily.	8
Previous custodians of the submarine poured <e1>concrete</e1> into the <e2>hull</e2> in a misguided attempt to retain the vessel's overall structure.	6
To determine, once and for all, how the <e1>manakin</e1> was making its bizarre <e2>sounds</e2>, Bostwick and colleagues decided to take feather samples.	1
One of the best vantage <e1>points</e1> of the Boston skyline is from the <e2>water</e2>, in a boat heading toward the Boston Harbor Islands.	18
The board <e1>meeting</e1> is rescheduled to <e2>next month</e2>.	6
Marital breakdown is often attributed to unresolved <e1>grief</e1> from infertility, <e2>miscarriage</e2>, and the loss of a child.	1
This is made possible by unscrewing the three or four screws from the <e1>button</e1> of the <e2>mouse</e2>.	2
The <e1>palace</e1> was built by the <e2>lake</e2> during the reign of the Umayyad caliph al-Walid I (705-715 CE).	18
A <e1>router</e1> manipulates a packet's header <e2>information</e2> to influence the packet's direction.	11
It was a significant environmental hazard in the copper smelting process when the <e1>emissions</e1> were released into the <e2>atmosphere</e2>.	6
The freshness of <e1>ale</e1> in a <e2>carton</e2> is the limiting factor.	4
The model number is found on the <e1>back</e1> of the <e2>coffeemaker</e2>.	2
The <e1>fuel</e1> or energy that the <e2>body</e2> uses, comes from the food and drink that we consume in our diet.	10
A <e1>gunman</e1> pumped a bullet into his right <e2>leg</e2> and fled his Northwest Side convenience store with several hundred dollars.	18
The <e1>court</e1> decided the objection by making the instalment <e2>order</e2> as sought.	17
The <e1>suitcase</e1> was full of smart new <e2>clothes</e2>.	5
I am draining the <e1>wort</e1> into the fermenting <e2>bucket</e2>.	6
The <e1>speech</e1> also devoted considerable time to foreign <e2>affairs</e2>.	14
High blood <e1>pressure</e1> is caused by a <e2>narrowing</e2> of the arteries, which means the heart has to work harder in order to push the blood through.	1
Olympics have already poured one <e1>billion</e1> into the <e2>economy</e2>.	6
Shortly, after the injection, the <e1>melatonin</e1> was released into the <e2>bloodstream</e2>.	6
This is a homeopathic nasal <e1>spray</e1> which really helps <e2>customers</e2> keep their sinuses clear.	10
It was a beautiful example of community forming - a <e1>circle</e1> of kindred <e2>souls</e2> who shared a vision and a dream.	13
The balance of the <e1>loot</e1> was in a <e2>box</e2> in the garage.	4
<e1>Lemon</e1> <e2>cake</e2> is my husband's favorite.	9
Lake St. Lucia, Africa's largest estuary, is home to the greatest <e1>congregation</e1> of <e2>hippos</e2> and crocodiles in South Africa.	13
Then there's Labour - where <e1>negotiations</e1> are under way on issues such as <e2>apprentice training</e2>.	14
A <e1>string</e1> of <e2>pack-ponies</e2> trotted through the pines behind them.	13
The moisturizers' primary function is to keep skin moist, minimize <e1>wrinkles</e1> from <e2>dryness</e2>, smoothe and soften skin, and to deliver other ingredients, like sunscreen, that benefit the skin.	1
Biddle has done a thorough job of cutting through the <e1>thicket</e1> of <e2>contradictions</e2> and fantasies that surround the strategic bombing debate from 1914 to 1945.	18
Many growers harbor a <e1>parliament</e1> of <e2>owls</e2> in their barns so as to keep down the population of burrowing rodents.	13
The <e1>leftovers</e1> are pushed into the <e2>colon</e2>.	6
The winner has received the years worth of beauty <e1>products</e1> in a <e2>hamper</e2>.	4
Our <e1>belly</e1> <e2>button</e2> heals over because there is nothing between it and our stomach except a few thin layers of skin.	3
It was formerly known as How Park, possibly through the early connexion of William de Ow with the parish, and had its origin in the charter of 1200 granting William Briwere the elder chase of hare, fox, cat and wolf through all the king's land (per totam terram nostram) and <e1>warren</e1> of <e2>hares</e2>, pheasants and partridges throughout all his own lands, as also licence to inclose two coppices, one of which was situated between King's Somborne and Stockbridge and the other was called How Wood.	13
I bought a <e1>silver</e1> <e2>ring</e2> from a Bass Pro Shops, a hunting/fishing chain store, for $53.	18
Scratch the <e1>stem</e1> of this <e2>tree</e2> and a spicy-sweet aroma is revealed.	2
Throughout the series run, the <e1>character</e1> has received positive <e2>reviews</e2>.	15
The <e1>artist</e1> hid the convulsion with a forced <e2>laugh</e2> and finished the performance, but went immediately to bed.	18
Colonial <e1>families</e1> of the United States descended from the <e2>immigrants</e2> who arrived before 1700.	8
The <e1>person</e1> fell from the <e2>tree</e2>.	8
While the slide was presented, an audio-recorded biographical <e1>script</e1> was played describing the <e2>person</e2>.	14
Oil <e1>extraction</e1> in the Amazon has already caused the <e2>extinction</e2> of the Tetete and Zaparo nationalities and continues to threaten indigenous peoples.	0
Because winter has been mild in much of the country, <e1>oil</e1> <e2>prices</e2> have been low for the past few months.	18
The <e1>book</e1> comprises ten <e2>chapters</e2>.	3
The <e1>author</e1> makes reference to all <e2>sciences</e2>, to many classical works in both psychology and biology.	18
Be careful, because just one little clove imparts a terrific amount of spice to a <e1>bottle</e1> full of <e2>rum</e2>.	5
The first thought we had was to set up the <e1>bank</e1> of <e2>monitors</e2> and simply feed a bright and unusual color to it, such as green, and then use the greenscreened monitors to later add video of our choosing.	13
The patient experiences displaced emotional and financial <e1>deprivation</e1> as well as anger after the <e2>divorce</e2>.	1
The temporomandibular joints are the two <e1>jaw</e1> <e2>joints</e2>, one at each side of the face.	3
The Commission submitted to the Council and the European Parliament a <e1>report</e1> on the <e2>application</e2> and conditions of implementation of the Agreement.	14
The <e1>newspaper</e1> was being kept in a <e2>box</e2>.	4
On the studio version, the <e1>song</e1> breaks wide open after the second <e2>chorus</e2> with a string section as Ryan rips up the harmonica.	3
Vinton (Vint) Cerf, along with Robert Kahn, is <e1>co-designer</e1> of the TCP/IP Internet network <e2>protocol</e2>.	17
It is inherently no less silly to see a king in a pear (as all of France did) than to see a pear in a rabbit, a <e1>rabbit</e1> in a <e2>carafe</e2>, a carafe in a clock, and so on and so forth.	4
She spread a cream wax, applied strips (the <e1>spa</e1> uses a stripless <e2>wax</e2> for the bikini), and removed them with such agility that we barely flinched.	11
<e1>Fish</e1> <e2>gills</e2> are multifunctional organs.	3
The <e1>president</e1> of the <e2>bank</e2> has told us that most of the State banks exist by its forbearance.	18
Most <e1>women</e1> use a portable <e2>pump</e2> for this purpose.	11
The <e1>filament</e1> emits a yellowish-white <e2>light</e2>, and the walls have a strong yellow tint.	0
This is a powerful <e1>novel</e1>, well and clearly written, by an experienced and compassionate <e2>observer</e2>.	16
I've got the <e1>world</e1> in a <e2>jug</e2>, the stopper's in my hand.	4
The NRMA's president, Wendy Machin, and the chief executive, Tony Stuart, were among members of the <e1>party</e1> which viewed the concert in a private <e2>box</e2>.	18
In a cloudless, new moon sky, a billion <e1>stars</e1> lit the <e2>heavens</e2>.	18
A specific <e1>legacy</e1> has relation to the <e2>time</e2> of making the will.	18
The second <e1>accident</e1> was reported on radio and television morning <e2>shows</e2>.	15
CSU Stanislaus students take <e1>complaints</e1> to President's <e2>door</e2>.	6
The important thing is to be able to write two or three <e1>sentences</e1> pointing out <e2>similarities</e2> and differences between the poems.	14
The President seeks to hand over <e1>power</e1> for AIDS program to <e2>client countries</e2>.	6
I once had a mixed <e1>orchard</e1> of <e2>plums</e2>, sweet cherries, apricots, tart cherries, peaches and apples.	13
The <e1>flour</e1> was in a <e2>bin</e2> about six feet square, by four feet high, and only a small round hole at the top.	4
Any country gentleman who liked the sport kept a small <e1>pack</e1> of <e2>hounds</e2>, and rode over his own lands or the lands of such of his neighbours as had no similar establishments of their own.	13
One small piece of fleece or other soft, slightly thick material (to protect your iPod from the <e1>rivet</e1> of the <e2>button</e2> on the inside of the pocket).	2
Lavender is excellent in the reatment of <e1>headaches</e1> from fatigue and <e2>exhaustion</e2>.	1
She leant for a moment against the <e1>wheel</e1> of the <e2>truck</e2> and glanced about.	2
We're always looking for <e1>feedback</e1> from <e2>readers</e2> and articles to highlight.	16
The <e1>fire</e1> started at the <e2>southeastern end</e2> of the Circus Maximus in shops selling flammable goods.	18
This <e1>seminar</e1> goes into the <e2>psychology</e2> of each major color group and how to best use it in your museum stores.	14
A University of Washington system named Hubble looks for these black holes and maps them on a Web site, providing an ever-changing <e1>constellation</e1> of the Internet's weak <e2>points</e2>.	18
An Italian <e1>craftsman</e1> has created the world's smallest nativity <e2>scene</e2> - on the head of a pin.	17
<e1>Rice</e1> <e2>spirits</e2> in Asia are almost always female and regarded as a kind of mother figure (thus, the connection to fertility and tossing it at the bride).	18
The illicit <e1>guns</e1> flow into this <e2>country</e2> through Mexican gangs.	6
The <e1>committee</e1> is approaching the final <e2>decision</e2>.	18
A <e1>child</e1> has been placed into foster <e2>care</e2>.	18
<e1>Billionaires</e1> make up India's <e2>rich list</e2>.	12
It was a stinker of a day and we were accompanied by a bothersome <e1>business</e1> of <e2>flies</e2>.	13
The <e1>money</e1> was invested into <e2>stocks</e2>.	6
The two <e1>populations</e1> started from the same <e2>gene pool</e2>.	8
Much of the <e1>impetus</e1> behind the formation of the fund came from a wounded Vietnam <e2>veteran</e2>.	8
Hitler expressed his <e1>disappointment</e1> over the Munich Agreement in a <e2>speech</e2> on 9 October 1938.	14
Lawyers in Detroit also worked overtime as several <e1>lawsuits</e1> ensued from angry and injured <e2>fans</e2>.	8
A <e1>teacher</e1> is writing vocabulary words on a green chalk board with yellow <e2>chalk</e2> in mid-afternoon.	11
The white plastic <e1>cup</e1> was put inside a large <e2>cup</e2> and 100 Formosan subterranean termites were released inside the large cup.	6
<e1>Designers</e1> focus more time and energy on improving and differentiating their system-level product by using <e2>megafunctions</e2>.	11
The71-year-old <e1>man</e1> has already converted a room in the basement into an <e2>office</e2>.	18
The new <e1>law</e1> has been brought into <e2>force</e2>.	18
Suddenly a <e1>nurse</e1> takes off her familiar loose-fitting <e2>clothes</e2>, and dresses her in clothes, which fit her more closely.	18
During his early period, the <e1>director</e1> produced numerous documentaries, including an interview with Aleksandr Solzhenitsyn and a <e2>reportage</e2> about Grigori Kozintsev's flat in St Petersburg.	17
The exact <e1>equations</e1> are set out in later <e2>sections</e2> of this article.	2
In this <e1>strategy</e1> we set out the main <e2>issues</e2>, priorities and tasks.	14
A former <e1>prostitute</e1> finds a professional job with the help of a training <e2>program</e2>.	11
His <e1>act</e1> includes everything from golden <e2>oldies</e2> to contemporary tunes.	3
The resulting <e1>deliverables</e1> provide richer, more detailed, and more helpful <e2>information</e2> for your clients.	14
Students wrote <e1>scripts</e1> to narrate their <e2>story</e2>.	14
A high voltage coupling capacitor is added at the input as well as a small <e1>hole</e1> in the <e2>metal box</e2> in order to provide screwdriver adjustment to the gain control potentiometer.	2
<e1>Firefighters</e1> mark hydrants that work okay with spray <e2>paint</e2>.	11
For 25 years, Christmas in New Bern has included a <e1>flotilla</e1> of decorated <e2>boats</e2> gliding along the confluence of the Neuse and Trent rivers at Union Point Park.	13
<e1>Leakage</e1> and fire caused due to <e2>corrosion</e2> of bypass piping for recirculation gas at a fuel oil desulphurization unit.	1
The predominant mixing action is to shear the mixing compound between the <e1>rotors</e1> of the <e2>mixer</e2>, and the distance between the rotors is less than the rotor diameter.	2
The best <e1>vodka</e1> is distilled from <e2>rye</e2> and barley malt, but the cheaper corn and potatoes are commonly employed.	8
Since last year, many <e1>people</e1> are sinking into <e2>debt</e2>.	18
In the past three to four years, many industry <e1>people</e1> have come into the venture <e2>world</e2>.	6
The <e1>tardiness</e1> however has been caused by the <e2>arrival</e2> of my old man; who in true Bloodworth fashion has had me walking everywhere.	1
